Hin_Book1_Story1_Sentence010	eka xina mEM ApakI maxaxa avaSya karUzgA.	eka xina ko mEM Apako avaSya maxaxa karUzgA |	एक दिन को मैं आपको अवश्य मदद करूँगा |	
Hin_Book1_Story1_Sentence011	Something went wrong. Cannot determine case for k2.	Error	 	
Hin_Book1_Story1_Sentence011	Something went wrong. Cannot determine case for k2.	Error	 	
Hin_Book1_Story1_Sentence011	Sera usakI bAwa suna kara haMsA	Sera #vaha bAwa sunakara hazsA |	शेर #वह बात सुनकर हँसा |	
Hin_Book1_Story1_Sentence012	Something went wrong. Cannot determine case for k2.	Error	 	
Hin_Book1_Story1_Sentence013	eka xina jaMgala meM eka SikArI AyA.	eka xina ko jaMgala meM SikArI AyA |	एक दिन को जंगल में शिकारी आया |	
Hin_Book1_Story1_Sentence014	Something went wrong. Cannot determine case for k2.	Error	 	
Hin_Book1_Story1_Sentence015	Sera usa jAla meM PaMsa gayA.	Sera vaha jAla meM Pazsa gayA |	शेर वह जाल में फँस गया |	
Hin_Book1_Story1_Sentence016	Something went wrong. Cannot determine case for k2.	Error	 	
Hin_Book1_Story1_Sentence016	Sera ne jAla se nikalane kA prayAsa kiyA.	Sera ne jAla se #nikalanA kA prayAsa kiyA |	शेर ने जाल से #निकलना का प्रयास किया |	
Hin_Book1_Story1_Sentence018	Sera bahuwa pareSAna ho gayA.	Sera bahuwa pareSAna ho gayA |	शेर बहुत परेशान हो गया |	
Hin_Book1_Story1_Sentence020	usI samaya vaha cUhA vahAz AyA.	vaha samaya ko vaha cUhA #vahAz AyA |	वह समय को वह चूहा #वहाँ आया |	
Hin_Book1_Story1_Sentence021	Something went wrong. Cannot determine case for k2.	Error	 	
Hin_Book1_Story1_Sentence021	Something went wrong. Cannot determine case for k2.	Error	 	
Hin_Book1_Story1_Sentence022	Something went wrong. Cannot determine case for k2.	Error	 	
Hin_Book1_Story1_Sentence023	isase jAla jalxI hI kata gayA.	isase jAla jalxI kata gayA |	इससे जाल जल्दी कट गया |	
Hin_Book1_Story1_Sentence024	Ora, Sera jAla se mukwa ho gayA.	Ora Sera jAla se mukwa ho gayA |	और शेर जाल से मुक्त हो गया |	
Hin_Book1_Story1_Sentence025	Something went wrong. Cannot determine case for k2.	Error	 	
Hin_Book1_Story1_Sentence025	Something went wrong. Cannot determine case for k2.	Error	 	
Hin_Book1_Story1_Sentence025	Sera ne prasanna hokara cUhe ko bahuwa XanyavAxa xiyA.	Sera ne prasanna hokara cUhe ko bahuwa XanyavAxa xiyA |	शेर ने प्रसन्न होकर चूहे को बहुत धन्यवाद दिया |	
Hin_Book1_Story1_Sentence001	jaMgala meM eka Sera WA.	jaMgala meM eka Sera WA |	जंगल में एक शेर था |	
Hin_Book1_Story1_Sentence002	vaha jaMgala meM ArAma kara rahA WA.	vaha (Sera) jaMgala meM ArAma kara rahA WA |	वह (शेर) जंगल में आराम कर रहा था |	
Hin_Book1_Story1_Sentence003	vahIM para bila meM eka cUhA rahawA WA.	vahIM (jaMgala) bila meM eka cUhA rahawA WA |	वहीं (जंगल) बिल में एक चूहा रहता था |	
Hin_Book1_Story1_Sentence004	cUhA bila se bAhara AyA.	cUhA bila se bAhara AyA |	चूहा बिल से बाहर आया |	
Hin_Book1_Story1_Sentence005	vaha Sera para caDZa gayA.	vaha (cUhA) Sera meM caDa gayA |	वह (चूहा) शेर में चढ गया |	
Hin_Book1_Story1_Sentence006	Sera jZora se gurrAyA	Sera jora se gurrAyA |	शेर जोर से गुर्राया |	
Hin_Book1_Story1_Sentence007	Something went wrong. Cannot determine case for k2.	Error	 	
Hin_Book1_Story1_Sentence008	isase cUhA dara gayA.	isase cUhA ko dara gayA |	इससे चूहा को डर गया |	
Hin_Book1_Story1_Sentence009	Something went wrong. Cannot determine case for k2.	Error	 	
Hin_Book1_Story1_Sentence010	eka xina mEM ApakI maxaxa avaSya karUzgA.	eka xina ko mEM Apako avaSya maxaxa karUzgA |	एक दिन को मैं आपको अवश्य मदद करूँगा |	
Hin_Book1_Story1_Sentence011	Something went wrong. Cannot determine case for k2.	Error	 	
Hin_Book1_Story1_Sentence011	Something went wrong. Cannot determine case for k2.	Error	 	
Hin_Book1_Story1_Sentence011	Sera usakI bAwa suna kara haMsA	Sera #vaha bAwa sunakara hazsA |	शेर #वह बात सुनकर हँसा |	
Hin_Book1_Story1_Sentence012	Something went wrong. Cannot determine case for k2.	Error	 	
Hin_Book1_Story1_Sentence013	eka xina jaMgala meM eka SikArI AyA.	eka xina ko jaMgala meM SikArI AyA |	एक दिन को जंगल में शिकारी आया |	
Hin_Book1_Story1_Sentence014	Something went wrong. Cannot determine case for k2.	Error	 	
Hin_Book1_Story1_Sentence015	Sera usa jAla meM PaMsa gayA.	Sera vaha jAla meM Pazsa gayA |	शेर वह जाल में फँस गया |	
Hin_Book1_Story1_Sentence016	Something went wrong. Cannot determine case for k2.	Error	 	
Hin_Book1_Story1_Sentence016	Sera ne jAla se nikalane kA prayAsa kiyA.	Sera ne jAla se #nikalanA kA prayAsa kiyA |	शेर ने जाल से #निकलना का प्रयास किया |	
Hin_Book1_Story1_Sentence018	Sera bahuwa pareSAna ho gayA.	Sera bahuwa pareSAna ho gayA |	शेर बहुत परेशान हो गया |	
Hin_Book1_Story1_Sentence020	usI samaya vaha cUhA vahAz AyA.	vaha samaya ko vaha cUhA #vahAz AyA |	वह समय को वह चूहा #वहाँ आया |	
Hin_Book1_Story1_Sentence021	Something went wrong. Cannot determine case for k2.	Error	 	
Hin_Book1_Story1_Sentence021	Something went wrong. Cannot determine case for k2.	Error	 	
Hin_Book1_Story1_Sentence022	Something went wrong. Cannot determine case for k2.	Error	 	
Hin_Book1_Story1_Sentence023	isase jAla jalxI hI kata gayA.	isase jAla jalxI kata gayA |	इससे जाल जल्दी कट गया |	
Hin_Book1_Story1_Sentence024	Ora, Sera jAla se mukwa ho gayA.	Ora Sera jAla se mukwa ho gayA |	और शेर जाल से मुक्त हो गया |	
Hin_Book1_Story1_Sentence025	Something went wrong. Cannot determine case for k2.	Error	 	
Hin_Book1_Story1_Sentence025	Something went wrong. Cannot determine case for k2.	Error	 	
Hin_Book1_Story1_Sentence025	Sera ne prasanna hokara cUhe ko bahuwa XanyavAxa xiyA.	Sera ne prasanna hokara cUhe ko bahuwa XanyavAxa xiyA |	शेर ने प्रसन्न होकर चूहे को बहुत धन्यवाद दिया |	
Hin_Book1_Story1_Sentence007	Something went wrong. Cannot determine case for k2.	Error	 	
Hin_Book1_Story1_Sentence001	jaMgala meM eka Sera WA.	jaMgala meM eka Sera WA |	जंगल में एक शेर था |	
Hin_Book1_Story1_Sentence002	vaha jaMgala meM ArAma kara rahA WA.	vaha (Sera) jaMgala meM ArAma kara rahA WA |	वह (शेर) जंगल में आराम कर रहा था |	
Hin_Book1_Story1_Sentence003	vahIM para bila meM eka cUhA rahawA WA.	vahIM (jaMgala) bila meM eka cUhA rahawA WA |	वहीं (जंगल) बिल में एक चूहा रहता था |	
Hin_Book1_Story1_Sentence004	cUhA bila se bAhara AyA.	cUhA bila se bAhara AyA |	चूहा बिल से बाहर आया |	
Hin_Book1_Story1_Sentence005	vaha Sera para caDZa gayA.	vaha (cUhA) Sera meM caDa gayA |	वह (चूहा) शेर में चढ गया |	
Hin_Book1_Story1_Sentence006	Sera jZora se gurrAyA	Sera jora se gurrAyA |	शेर जोर से गुर्राया |	
Hin_Book1_Story1_Sentence007	Something went wrong. Cannot determine case for k2.	Error	 	
Hin_Book1_Story1_Sentence008	isase cUhA dara gayA.	isase cUhA ko dara gayA |	इससे चूहा को डर गया |	
Hin_Book1_Story1_Sentence009	Something went wrong. Cannot determine case for k2.	Error	 	
Hin_Book1_Story1_Sentence010	eka xina mEM ApakI maxaxa avaSya karUzgA.	eka xina ko mEM Apako avaSya maxaxa karUzgA |	एक दिन को मैं आपको अवश्य मदद करूँगा |	
Hin_Book1_Story1_Sentence011	Something went wrong. Cannot determine case for k2.	Error	 	
Hin_Book1_Story1_Sentence011	Something went wrong. Cannot determine case for k2.	Error	 	
Hin_Book1_Story1_Sentence011	Sera usakI bAwa suna kara haMsA	Sera #vaha bAwa sunakara hazsA |	शेर #वह बात सुनकर हँसा |	
Hin_Book1_Story1_Sentence012	Something went wrong. Cannot determine case for k2.	Error	 	
Hin_Book1_Story1_Sentence013	eka xina jaMgala meM eka SikArI AyA.	eka xina ko jaMgala meM SikArI AyA |	एक दिन को जंगल में शिकारी आया |	
Hin_Book1_Story1_Sentence014	Something went wrong. Cannot determine case for k2.	Error	 	
Hin_Book1_Story1_Sentence015	Sera usa jAla meM PaMsa gayA.	Sera vaha jAla meM Pazsa gayA |	शेर वह जाल में फँस गया |	
Hin_Book1_Story1_Sentence016	Something went wrong. Cannot determine case for k2.	Error	 	
Hin_Book1_Story1_Sentence016	Sera ne jAla se nikalane kA prayAsa kiyA.	Sera ne jAla se #nikalanA kA prayAsa kiyA |	शेर ने जाल से #निकलना का प्रयास किया |	
Hin_Book1_Story1_Sentence018	Sera bahuwa pareSAna ho gayA.	Sera bahuwa pareSAna ho gayA |	शेर बहुत परेशान हो गया |	
Hin_Book1_Story1_Sentence020	usI samaya vaha cUhA vahAz AyA.	vaha samaya ko vaha cUhA #vahAz AyA |	वह समय को वह चूहा #वहाँ आया |	
Hin_Book1_Story1_Sentence021	Something went wrong. Cannot determine case for k2.	Error	 	
Hin_Book1_Story1_Sentence021	Something went wrong. Cannot determine case for k2.	Error	 	
Hin_Book1_Story1_Sentence022	Something went wrong. Cannot determine case for k2.	Error	 	
Hin_Book1_Story1_Sentence023	isase jAla jalxI hI kata gayA.	isase jAla jalxI kata gayA |	इससे जाल जल्दी कट गया |	
Hin_Book1_Story1_Sentence024	Ora, Sera jAla se mukwa ho gayA.	Ora Sera jAla se mukwa ho gayA |	और शेर जाल से मुक्त हो गया |	
Hin_Book1_Story1_Sentence025	Something went wrong. Cannot determine case for k2.	Error	 	
Hin_Book1_Story1_Sentence025	Something went wrong. Cannot determine case for k2.	Error	 	
Hin_Book1_Story1_Sentence025	Sera ne prasanna hokara cUhe ko bahuwa XanyavAxa xiyA.	Sera ne prasanna hokara cUhe ko bahuwa XanyavAxa xiyA |	शेर ने प्रसन्न होकर चूहे को बहुत धन्यवाद दिया |	
Hin_Book1_Story1_Sentence007	Something went wrong. Cannot determine case for k2.	Error	 	
Hin_Book1_Story1_Sentence001	jaMgala meM eka Sera WA.	jaMgala meM eka Sera WA |	जंगल में एक शेर था |	
Hin_Book1_Story1_Sentence002	vaha jaMgala meM ArAma kara rahA WA.	vaha (Sera) jaMgala meM ArAma kara rahA WA |	वह (शेर) जंगल में आराम कर रहा था |	
Hin_Book1_Story1_Sentence003	vahIM para bila meM eka cUhA rahawA WA.	vahIM (jaMgala) bila meM eka cUhA rahawA WA |	वहीं (जंगल) बिल में एक चूहा रहता था |	
Hin_Book1_Story1_Sentence004	cUhA bila se bAhara AyA.	cUhA bila se bAhara AyA |	चूहा बिल से बाहर आया |	
Hin_Book1_Story1_Sentence005	vaha Sera para caDZa gayA.	vaha (cUhA) Sera meM caDa gayA |	वह (चूहा) शेर में चढ गया |	
Hin_Book1_Story1_Sentence006	Sera jZora se gurrAyA	Sera jora se gurrAyA |	शेर जोर से गुर्राया |	
Hin_Book1_Story1_Sentence007	Something went wrong. Cannot determine case for k2.	Error	 	
Hin_Book1_Story1_Sentence008	isase cUhA dara gayA.	isase cUhA ko dara gayA |	इससे चूहा को डर गया |	
Hin_Book1_Story1_Sentence009	Something went wrong. Cannot determine case for k2.	Error	 	
Hin_Book1_Story1_Sentence010	eka xina mEM ApakI maxaxa avaSya karUzgA.	eka xina ko mEM Apako avaSya maxaxa karUzgA |	एक दिन को मैं आपको अवश्य मदद करूँगा |	
Hin_Book1_Story1_Sentence011	Something went wrong. Cannot determine case for k2.	Error	 	
Hin_Book1_Story1_Sentence011	Something went wrong. Cannot determine case for k2.	Error	 	
Hin_Book1_Story1_Sentence011	Sera usakI bAwa suna kara haMsA	Sera #vaha bAwa sunakara hazsA |	शेर #वह बात सुनकर हँसा |	
Hin_Book1_Story1_Sentence012	Something went wrong. Cannot determine case for k2.	Error	 	
Hin_Book1_Story1_Sentence013	eka xina jaMgala meM eka SikArI AyA.	eka xina ko jaMgala meM SikArI AyA |	एक दिन को जंगल में शिकारी आया |	
Hin_Book1_Story1_Sentence014	Something went wrong. Cannot determine case for k2.	Error	 	
Hin_Book1_Story1_Sentence015	Sera usa jAla meM PaMsa gayA.	Sera vaha jAla meM Pazsa gayA |	शेर वह जाल में फँस गया |	
Hin_Book1_Story1_Sentence016	Something went wrong. Cannot determine case for k2.	Error	 	
Hin_Book1_Story1_Sentence016	Sera ne jAla se nikalane kA prayAsa kiyA.	Sera ne jAla se #nikalanA kA prayAsa kiyA |	शेर ने जाल से #निकलना का प्रयास किया |	
Hin_Book1_Story1_Sentence018	Sera bahuwa pareSAna ho gayA.	Sera bahuwa pareSAna ho gayA |	शेर बहुत परेशान हो गया |	
Hin_Book1_Story1_Sentence020	usI samaya vaha cUhA vahAz AyA.	vaha samaya ko vaha cUhA #vahAz AyA |	वह समय को वह चूहा #वहाँ आया |	
Hin_Book1_Story1_Sentence021	Something went wrong. Cannot determine case for k2.	Error	 	
Hin_Book1_Story1_Sentence021	Something went wrong. Cannot determine case for k2.	Error	 	
Hin_Book1_Story1_Sentence022	Something went wrong. Cannot determine case for k2.	Error	 	
Hin_Book1_Story1_Sentence023	isase jAla jalxI hI kata gayA.	isase jAla jalxI kata gayA |	इससे जाल जल्दी कट गया |	
Hin_Book1_Story1_Sentence024	Ora, Sera jAla se mukwa ho gayA.	Ora Sera jAla se mukwa ho gayA |	और शेर जाल से मुक्त हो गया |	
Hin_Book1_Story1_Sentence025	Something went wrong. Cannot determine case for k2.	Error	 	
Hin_Book1_Story1_Sentence025	Something went wrong. Cannot determine case for k2.	Error	 	
Hin_Book1_Story1_Sentence025	Sera ne prasanna hokara cUhe ko bahuwa XanyavAxa xiyA.	Sera ne prasanna hokara cUhe ko bahuwa XanyavAxa xiyA |	शेर ने प्रसन्न होकर चूहे को बहुत धन्यवाद दिया |	
Hin_Book1_Story1_Sentence007	Something went wrong. Cannot determine case for k2.	Error	 	
Hin_Book1_Story1_Sentence007	Something went wrong. Cannot determine case for k2.	Error	 	
Hin_Book1_Story1_Sentence007	usane cUhe ko pakada liyA.	Ora usane (Sera) cUhe ko pakada liyA |	और उसने (शेर) चूहे को पकड लिया |	
Hin_Book1_Story1_Sentence001	jaMgala meM eka Sera WA.	jaMgala meM eka Sera WA |	जंगल में एक शेर था |	
Hin_Book1_Story1_Sentence002	vaha jaMgala meM ArAma kara rahA WA.	vaha (Sera) jaMgala meM ArAma kara rahA WA |	वह (शेर) जंगल में आराम कर रहा था |	
Hin_Book1_Story1_Sentence003	vahIM para bila meM eka cUhA rahawA WA.	vahIM (jaMgala) bila meM eka cUhA rahawA WA |	वहीं (जंगल) बिल में एक चूहा रहता था |	
Hin_Book1_Story1_Sentence004	cUhA bila se bAhara AyA.	cUhA bila se bAhara AyA |	चूहा बिल से बाहर आया |	
Hin_Book1_Story1_Sentence005	vaha Sera para caDZa gayA.	vaha (cUhA) Sera meM caDa gayA |	वह (चूहा) शेर में चढ गया |	
Hin_Book1_Story1_Sentence006	Sera jZora se gurrAyA	Sera jora se gurrAyA |	शेर जोर से गुर्राया |	
Hin_Book1_Story1_Sentence007	Something went wrong. Cannot determine case for k2.	Error	 	
Hin_Book1_Story1_Sentence007	usane cUhe ko pakada liyA.	Ora usane (Sera) cUhe ko pakada liyA |	और उसने (शेर) चूहे को पकड लिया |	
Hin_Book1_Story1_Sentence008	isase cUhA dara gayA.	isase cUhA ko dara gayA |	इससे चूहा को डर गया |	
Hin_Book1_Story1_Sentence009	Something went wrong. Cannot determine case for k2.	Error	 	
Hin_Book1_Story1_Sentence009	usane Sera se kahA ki muJe mAPa kara xo.	usane (cUhA) Sera se kahA ki muJe mAPa kara xo |	उसने (चूहा) शेर से कहा कि मुझे माफ कर दो |	
Hin_Book1_Story1_Sentence010	eka xina mEM ApakI maxaxa avaSya karUzgA.	eka xina ko mEM Apako avaSya maxaxa karUzgA |	एक दिन को मैं आपको अवश्य मदद करूँगा |	
Hin_Book1_Story1_Sentence011	Something went wrong. Cannot determine case for k2.	Error	 	
Hin_Book1_Story1_Sentence011	Something went wrong. Cannot determine case for k2.	Error	 	
Hin_Book1_Story1_Sentence011	Sera usakI bAwa suna kara haMsA	Sera #vaha bAwa sunakara hazsA |	शेर #वह बात सुनकर हँसा |	
Hin_Book1_Story1_Sentence012	Something went wrong. Cannot determine case for k2.	Error	 	
Hin_Book1_Story1_Sentence012	usane cUhe ko Coda xiyA	Ora usane (Sera) cUhe ko Coda xiyA |	और उसने (शेर) चूहे को छोड दिया |	
Hin_Book1_Story1_Sentence013	eka xina jaMgala meM eka SikArI AyA.	eka xina ko jaMgala meM SikArI AyA |	एक दिन को जंगल में शिकारी आया |	
Hin_Book1_Story1_Sentence014	Something went wrong. Cannot determine case for k2.	Error	 	
Hin_Book1_Story1_Sentence014	unhoMne Sera ko pakadZane ke liye eka jAla biCAyA.	usane (AyA) Sera ko pakadane ke lie jAla biCAyA |	उसने (आया) शेर को पकडने के लिए जाल बिछाया |	
Hin_Book1_Story1_Sentence015	Sera usa jAla meM PaMsa gayA.	Sera vaha jAla meM Pazsa gayA |	शेर वह जाल में फँस गया |	
Hin_Book1_Story1_Sentence016	Something went wrong. Cannot determine case for k2.	Error	 	
Hin_Book1_Story1_Sentence016	Sera ne jAla se nikalane kA prayAsa kiyA.	Sera ne jAla se #nikalanA kA prayAsa kiyA |	शेर ने जाल से #निकलना का प्रयास किया |	
Hin_Book1_Story1_Sentence017	paranwu vaha jAla se nikala nahIM sakA.	paranwu vaha (Sera) jAla se nahIM nikala sakA |	परन्तु वह (शेर) जाल से नहीं निकल सका |	
Hin_Book1_Story1_Sentence018	Sera bahuwa pareSAna ho gayA.	Sera bahuwa pareSAna ho gayA |	शेर बहुत परेशान हो गया |	
Hin_Book1_Story1_Sentence019	vaha jZora se xahAdZA.	vaha (Sera) jora se xahAdA |	वह (शेर) जोर से दहाडा |	
Hin_Book1_Story1_Sentence020	usI samaya vaha cUhA vahAz AyA.	vaha samaya ko vaha cUhA #vahAz AyA |	वह समय को वह चूहा #वहाँ आया |	
Hin_Book1_Story1_Sentence021	Something went wrong. Cannot determine case for k2.	Error	 	
Hin_Book1_Story1_Sentence021	Something went wrong. Cannot determine case for k2.	Error	 	
Hin_Book1_Story1_Sentence021	usane xeKA ki Sera jAla meM PaMsa gayA  hE.	usane (cUhA) xeKA ki Sera jAla meM Pazsa gayA hE |	उसने (चूहा) देखा कि शेर जाल में फँस गया है |	
Hin_Book1_Story1_Sentence022	Something went wrong. Cannot determine case for k2.	Error	 	
Hin_Book1_Story1_Sentence022	usane wejI se jAla ko apane pEne xAzwoM se kAtanA Suru kiyA.	usane (cUhA) wejI se jAla apanA ke pEne xAMwoM se #kAtanA #SurU kiyA |	उसने (चूहा) तेजी से जाल अपना के पैने दांतों से #काटना #शुरू किया |	
Hin_Book1_Story1_Sentence023	isase jAla jalxI hI kata gayA.	isase jAla jalxI kata gayA |	इससे जाल जल्दी कट गया |	
Hin_Book1_Story1_Sentence024	Ora, Sera jAla se mukwa ho gayA.	Ora Sera jAla se mukwa ho gayA |	और शेर जाल से मुक्त हो गया |	
Hin_Book1_Story1_Sentence025	Something went wrong. Cannot determine case for k2.	Error	 	
Hin_Book1_Story1_Sentence025	Something went wrong. Cannot determine case for k2.	Error	 	
Hin_Book1_Story1_Sentence025	Sera ne prasanna hokara cUhe ko bahuwa XanyavAxa xiyA.	Sera ne prasanna hokara cUhe ko bahuwa XanyavAxa xiyA |	शेर ने प्रसन्न होकर चूहे को बहुत धन्यवाद दिया |	
Hin_Book1_Story1_Sentence007	Something went wrong. Cannot determine case for k2.	Error	 	
Hin_Book1_Story1_Sentence007	usane cUhe ko pakada liyA.	Ora usane (Sera) cUhe ko pakada liyA |	और उसने (शेर) चूहे को पकड लिया |	
Hin_Book1_Story1_Sentence007	Something went wrong. Cannot determine case for k2.	Error	 	
Hin_Book1_Story1_Sentence009	Something went wrong. Cannot determine case for k2.	Error	 	
Hin_Book1_Story1_Sentence012	Something went wrong. Cannot determine case for k2.	Error	 	
Hin_Book1_Story1_Sentence014	Something went wrong. Cannot determine case for k2.	Error	 	
Hin_Book1_Story1_Sentence014	Something went wrong. Cannot determine case for k2.	Error	 	
Hin_Book1_Story1_Sentence021	Something went wrong. Cannot determine case for k2.	Error	 	
Hin_Book1_Story1_Sentence021	Something went wrong. Cannot determine case for k2.	Error	 	
Hin_Book1_Story1_Sentence022	Something went wrong. Cannot determine case for k2.	Error	 	
Hin_Book1_Story1_Sentence011	Something went wrong. Cannot determine case for k2.	Error	 	
Hin_Book1_Story1_Sentence011	Something went wrong. Cannot determine case for k2.	Error	 	
Hin_Book1_Story1_Sentence011	Something went wrong. Cannot determine case for k2.	Error	 	
Hin_Book1_Story1_Sentence011	Something went wrong. Cannot determine case for k2.	Error	 	
Hin_Book1_Story1_Sentence011	Something went wrong. Cannot determine case for k2.	Error	 	
Hin_Book1_Story1_Sentence011	Something went wrong. Cannot determine case for k2.	Error	 	
Hin_Book1_Story1_Sentence011	Something went wrong. Cannot determine case for k2.	Error	 	
Hin_Book1_Story1_Sentence011	Something went wrong. Cannot determine case for k2.	Error	 	
Hin_Book1_Story1_Sentence011	Something went wrong. Cannot determine case for k2.	Error	 	
Hin_Book1_Story1_Sentence011	Something went wrong. Cannot determine case for k2.	Error	 	
Hin_Book1_Story1_Sentence012	Something went wrong. Cannot determine case for k2.	Error	 	
Hin_Book1_Story1_Sentence007	Something went wrong. Cannot determine case for k2.	Error	 	
Hin_Book1_Story1_Sentence009	Something went wrong. Cannot determine case for k2.	Error	 	
Hin_Book1_Story1_Sentence011	Something went wrong. Cannot determine case for k2.	Error	 	
Hin_Book1_Story1_Sentence011	Something went wrong. Cannot determine case for k2.	Error	 	
Hin_Book1_Story1_Sentence012	Something went wrong. Cannot determine case for k2.	Error	 	
Hin_Book1_Story1_Sentence014	Something went wrong. Cannot determine case for k2.	Error	 	
Hin_Book1_Story1_Sentence016	Something went wrong. Cannot determine case for k2.	Error	 	
Hin_Book1_Story1_Sentence021	Something went wrong. Cannot determine case for k2.	Error	 	
Hin_Book1_Story1_Sentence021	Something went wrong. Cannot determine case for k2.	Error	 	
Hin_Book1_Story1_Sentence021	Something went wrong. Cannot determine case for k2.	Error	 	
